,Node_ID,Time,NDTEMP.T,COORDINATES.X,COORDINATES.Y,COORDINATES.Z
0,1,0.100000001490116,7.9141697883606,-6.7e-15,30.0,-0.8
1,2,0.100000001490116,7.83789014816284,-6.6e-15,29.73,-0.8
2,3,0.100000001490116,7.72745990753174,-6.5e-15,29.46,-0.8
3,4,0.100000001490116,7.62108993530273,-6.45e-15,29.22,-0.8
4,5,0.100000001490116,7.53027009963989,-6.4e-15,28.98,-0.8
5,6,0.100000001490116,7.43806982040405,-6.35e-15,28.74,-0.8
6,7,0.100000001490116,7.36027002334595,-6.3e-15,28.5,-0.8
7,8,0.100000001490116,7.27185010910034,-6.25e-15,28.23,-0.8
8,9,0.100000001490116,7.2045202255249,-6.2e-15,27.96,-0.8
9,10,0.100000001490116,7.144700050354,-6.15e-15,27.72,-0.8
10,11,0.100000001490116,7.10263013839722,-6.1e-15,27.48,-0.8
11,12,0.100000001490116,7.0519700050354,-6.05e-15,27.24,-0.8
12,13,0.100000001490116,7.02188014984131,-6e-15,27.0,-0.8
13,14,0.100000001490116,6.97944021224976,-5.95e-15,26.73,-0.8
14,15,0.100000001490116,6.95056009292603,-5.9e-15,26.46,-0.8
15,16,0.100000001490116,6.91863012313843,-5.85e-15,26.22,-0.8
16,17,0.100000001490116,6.90232992172241,-5.8e-15,25.98,-0.8
17,18,0.100000001490116,6.88229990005493,-5.75e-15,25.74,-0.8
18,19,0.100000001490116,6.87123012542725,-5.7e-15,25.5,-0.8
19,20,0.100000001490116,6.84648990631104,-5.6e-15,25.23,-0.8
20,21,0.100000001490116,6.84283018112183,-5.5e-15,24.96,-0.8
21,22,0.100000001490116,6.83417987823486,-5.45e-15,24.72,-0.8
22,23,0.100000001490116,6.83639001846313,-5.4e-15,24.48,-0.8
23,24,0.100000001490116,6.82402992248535,-5.35e-15,24.24,-0.8
24,25,0.100000001490116,6.82170009613037,-5.3e-15,24.0,-0.8
25,26,0.100000001490116,6.81082010269165,-5.25e-15,23.73,-0.8
26,27,0.100000001490116,6.81740999221802,-5.2e-15,23.46,-0.8
27,28,0.100000001490116,6.81158018112183,-5.15e-15,23.22,-0.8
28,29,0.100000001490116,6.81263017654419,-5.1e-15,22.98,-0.8
29,30,0.100000001490116,6.80672979354858,-5.05e-15,22.74,-0.8
30,31,0.100000001490116,6.81580018997192,-5e-15,22.5,-0.8
31,32,0.100000001490116,6.81809997558594,-4.95e-15,22.23,-0.8
32,33,0.100000001490116,6.8326997756958,-4.9e-15,21.96,-0.8
33,34,0.100000001490116,6.83729982376099,-4.85e-15,21.72,-0.8
34,35,0.100000001490116,6.8621301651001,-4.8e-15,21.48,-0.8
35,36,0.100000001490116,6.88491010665894,-4.75e-15,21.24,-0.8
36,37,0.100000001490116,6.92608976364136,-4.7e-15,21.0,-0.8
37,38,0.100000001490116,6.96129989624023,-4.6e-15,20.73,-0.8
38,39,0.100000001490116,7.01072978973389,-4.5e-15,20.46,-0.8
39,40,0.100000001490116,7.05352020263672,-4.45e-15,20.22,-0.8
40,41,0.100000001490116,7.11260986328125,-4.4e-15,19.98,-0.8
41,42,0.100000001490116,7.16377019882202,-4.35e-15,19.74,-0.8
42,43,0.100000001490116,7.2277398109436,-4.3e-15,19.5,-0.8
43,44,0.100000001490116,7.29417991638184,-4.25e-15,19.23,-0.8
44,45,0.100000001490116,7.38039016723633,-4.2e-15,18.96,-0.8
45,46,0.100000001490116,7.45454978942871,-4.15e-15,18.72,-0.8
46,47,0.100000001490116,7.54113006591797,-4.1e-15,18.48,-0.8
47,48,0.100000001490116,7.6240701675415,-4.05e-15,18.24,-0.8
48,49,0.100000001490116,7.72131013870239,-4e-15,18.0,-0.8
49,50,0.100000001490116,7.81923007965088,-3.95e-15,17.73,-0.8
50,51,0.100000001490116,7.9354100227356,-3.9e-15,17.46,-0.8
51,52,0.100000001490116,8.02015972137451,-3.85e-15,17.22,-0.8
52,53,0.100000001490116,8.10503959655762,-3.8e-15,16.98,-0.8
53,54,0.100000001490116,8.16753959655762,-3.75e-15,16.74,-0.8
54,55,0.100000001490116,8.22237968444824,-3.7e-15,16.5,-0.8
55,56,0.100000001490116,8.24505043029785,-3.6e-15,16.23,-0.8
56,57,0.100000001490116,8.23036956787109,-3.5e-15,15.96,-0.8
57,58,0.100000001490116,8.16285991668701,-3.45e-15,15.72,-0.8
58,59,0.100000001490116,8.05060005187988,-3.4e-15,15.48,-0.8
59,60,0.100000001490116,7.87143993377686,-3.35e-15,15.24,-0.8
60,61,0.100000001490116,7.64395999908447,-3.3e-15,15.0,-0.8
61,62,0.100000001490116,7.3380298614502,-3.25e-15,14.73,-0.8
62,63,0.100000001490116,7.03856992721558,-3.2e-15,14.46,-0.8
63,64,0.100000001490116,6.77691984176636,-3.15e-15,14.22,-0.8
64,65,0.100000001490116,6.54145002365112,-3.1e-15,13.98,-0.8
65,66,0.100000001490116,6.31701993942261,-3.05e-15,13.74,-0.8
66,67,0.100000001490116,6.12366008758545,-3e-15,13.5,-0.8
67,68,0.100000001490116,5.9182300567627,-2.95e-15,13.23,-0.8
68,69,0.100000001490116,5.74126005172729,-2.9e-15,12.96,-0.8
69,70,0.100000001490116,5.58987998962402,-2.85e-15,12.72,-0.8
70,71,0.100000001490116,5.46325016021729,-2.8e-15,12.48,-0.8
71,72,0.100000001490116,5.34223985671997,-2.75e-15,12.24,-0.8
72,73,0.100000001490116,5.24268007278442,-2.7e-15,12.0,-0.8
73,74,0.100000001490116,5.13148021697998,-2.6e-15,11.73,-0.8
74,75,0.100000001490116,5.03996992111206,-2.5e-15,11.46,-0.8
75,76,0.100000001490116,4.95626020431519,-2.45e-15,11.22,-0.8
76,77,0.100000001490116,4.89051008224487,-2.4e-15,10.98,-0.8
77,78,0.100000001490116,4.82422018051147,-2.35e-15,10.74,-0.8
78,79,0.100000001490116,4.77514982223511,-2.3e-15,10.5,-0.8
79,80,0.100000001490116,4.70946979522705,-2.25e-15,10.23,-0.8
80,81,0.100000001490116,4.66192007064819,-2.2e-15,9.96,-0.8
81,82,0.100000001490116,4.61359977722168,-2.15e-15,9.72,-0.8
82,83,0.100000001490116,4.57841014862061,-2.1e-15,9.48,-0.8
83,84,0.100000001490116,4.54061985015869,-2.05e-15,9.24,-0.8
84,85,0.100000001490116,4.51225996017456,-2e-15,9.0,-0.8
85,86,0.100000001490116,4.47358989715576,-1.95e-15,8.73,-0.8
86,87,0.100000001490116,4.45421981811523,-1.9e-15,8.46,-0.8
87,88,0.100000001490116,4.42393016815186,-1.85e-15,8.22,-0.8
88,89,0.100000001490116,4.40610980987549,-1.8e-15,7.98,-0.8
89,90,0.100000001490116,4.38170003890991,-1.75e-15,7.74,-0.8
90,91,0.100000001490116,4.36612987518311,-1.7e-15,7.5,-0.8
91,92,0.100000001490116,4.33797979354858,-1.6e-15,7.23,-0.8
92,93,0.100000001490116,4.32568979263306,-1.5e-15,6.96,-0.8
93,94,0.100000001490116,4.30724000930786,-1.45e-15,6.72,-0.8
94,95,0.100000001490116,4.29968023300171,-1.4e-15,6.48,-0.8
95,96,0.100000001490116,4.28402996063232,-1.35e-15,6.24,-0.8
96,97,0.100000001490116,4.279709815979,-1.3e-15,6.0,-0.8
97,98,0.100000001490116,4.25647020339966,-1.25e-15,5.73,-0.8
98,99,0.100000001490116,4.24938011169434,-1.2e-15,5.46,-0.8
99,100,0.100000001490116,4.23211002349854,-1.15e-15,5.22,-0.8
100,101,0.100000001490116,4.22840023040771,-1.1e-15,4.98,-0.8
101,102,0.100000001490116,4.21327018737793,-1.05e-15,4.74,-0.8
102,103,0.100000001490116,4.20819997787476,-1e-15,4.5,-0.8
103,104,0.100000001490116,4.189040184021,-9.5e-16,4.23,-0.8
104,105,0.100000001490116,4.18045997619629,-9e-16,3.96,-0.8
105,106,0.100000001490116,4.15655994415283,-8.5e-16,3.72,-0.8
106,107,0.100000001490116,4.14033985137939,-8e-16,3.48,-0.8
107,108,0.100000001490116,4.11647987365723,-7.5e-16,3.24,-0.8
108,109,0.100000001490116,4.10534000396729,-7e-16,3.0,-0.8
109,110,0.100000001490116,4.08682012557983,-6e-16,2.73,-0.8
110,111,0.100000001490116,4.08537006378174,-5e-16,2.46,-0.8
111,112,0.100000001490116,4.0731201171875,-4.5e-16,2.22,-0.8
112,113,0.100000001490116,4.07350015640259,-4e-16,1.98,-0.8
113,114,0.100000001490116,4.07183980941772,-3.5e-16,1.74,-0.8
114,115,0.100000001490116,4.07646989822388,-3e-16,1.5,-0.8
115,116,0.100000001490116,4.06712007522583,-2.5e-16,1.23,-0.8
116,117,0.100000001490116,4.07317018508911,-2e-16,0.96,-0.8
117,118,0.100000001490116,4.06343984603882,-1.5e-16,0.72,-0.8
118,119,0.100000001490116,4.06564998626709,-1e-16,0.48,-0.8
119,120,0.100000001490116,4.06535005569458,-5e-17,0.24,-0.8
120,121,0.100000001490116,4.07349014282227,0.0,0.0,-0.8
121,122,0.100000001490116,4.06717014312744,5e-17,-0.27,-0.8
122,123,0.100000001490116,4.06944990158081,1e-16,-0.54,-0.8
123,124,0.100000001490116,4.05838012695313,1.5e-16,-0.78,-0.8
124,125,0.100000001490116,4.06306982040405,2e-16,-1.02,-0.8
125,126,0.100000001490116,4.0588698387146,2.5e-16,-1.26,-0.8
126,127,0.100000001490116,4.065110206604,3e-16,-1.5,-0.8
127,128,0.100000001490116,4.06350994110107,4e-16,-1.77,-0.8
128,129,0.100000001490116,4.06799983978271,5e-16,-2.04,-0.8
129,130,0.100000001490116,4.06312990188599,5.5e-16,-2.28,-0.8
130,131,0.100000001490116,4.07396984100342,6e-16,-2.52,-0.8
131,132,0.100000001490116,4.08013010025024,6.5e-16,-2.76,-0.8
132,133,0.100000001490116,4.09832000732422,7e-16,-3.0,-0.8
133,134,0.100000001490116,4.10294008255005,7.5e-16,-3.27,-0.8
134,135,0.100000001490116,4.12821006774902,8e-16,-3.54,-0.8
135,136,0.100000001490116,4.1394100189209,8.5e-16,-3.78,-0.8
136,137,0.100000001490116,4.15951013565063,9e-16,-4.02,-0.8
137,138,0.100000001490116,4.17002010345459,9.5e-16,-4.26,-0.8
138,139,0.100000001490116,4.19323015213013,1e-15,-4.5,-0.8
139,140,0.100000001490116,4.19834995269775,1.05e-15,-4.77,-0.8
140,141,0.100000001490116,4.21779012680054,1.1e-15,-5.04,-0.8
141,142,0.100000001490116,4.21956014633179,1.15e-15,-5.28,-0.8
142,143,0.100000001490116,4.23574018478394,1.2e-15,-5.52,-0.8
143,144,0.100000001490116,4.23726987838745,1.25e-15,-5.76,-0.8
144,145,0.100000001490116,4.2524299621582,1.3e-15,-6.0,-0.8
145,146,0.100000001490116,4.26023006439209,1.4e-15,-6.27,-0.8
146,147,0.100000001490116,4.27603006362915,1.5e-15,-6.54,-0.8
147,148,0.100000001490116,4.28095006942749,1.55e-15,-6.78,-0.8
